example_id,cpu_float32_score,t4_float32_score,abs_score_difference
wildguard-0394,0.009253959899069741,0.009253955184249207,4.71482053399086e-09
wildguard-0953,0.008560551330447197,0.008560546528315172,4.802132025361061e-09
wildguard-1101,0.009216163773089647,0.009216171136358753,7.363269105553627e-09
wildguard-1474,0.008064656314672902,0.008064658177318051,1.862645149230957e-09
wildguard-1677,0.012501538352807984,0.012501543678808957,5.326000973582268e-09
