stack,cheap_direct_mean_ms,full_information_direct_mean_ms,expensive_incremental_mean_ms,single_t4_expensive_service_rate_per_s,baseline_runtime_acquisition_rate,nominal_expensive_utilization,nominal_total_arrival_rate_per_s
rule_compact_to_qwen,45.17996662534435,1524.0157069393938,1478.8357403140494,0.6762076224825601,0.3360881542699724,0.8,1.6095958489257007
compact_to_qwen,45.75743265840221,1523.153785349862,1477.3963526914597,0.6768664334240715,0.2314049586776859,0.8,2.3400239555517905
rule_to_compact,1.0828643333333332,44.00865439118457,42.92579005785124,23.296018515962,0.3691460055096419,0.8,50.4862968435475
