policy,family,budget_fraction,budget_ms,seed,rows,recall,false_positive_rate,mean_total_cost_ms,acquisition_rate
signed_value_cost_aware,Ridge,0.1,414.045939238779,5772,1687,0.2646048109965636,0.022206303724928367,415.95583756965027,0.08476585655008892
signed_value_cost_aware,Ridge,0.1,414.045939238779,8111,1687,0.27147766323024053,0.022206303724928367,418.06876380497926,0.08535862477771192
signed_value_cost_aware,Ridge,0.2,784.3103203689628,1729,1687,0.39862542955326463,0.02005730659025788,795.8183778458804,0.1885002963841138
signed_value_cost_aware,Ridge,0.2,784.3103203689628,2718,1687,0.39862542955326463,0.0164756446991404,782.4238027812685,0.18375815056312983
signed_value_cost_aware,Ridge,0.2,784.3103203689628,3141,1687,0.4020618556701031,0.022922636103151862,793.0014891398934,0.1879075281564908
signed_value_cost_aware,Ridge,0.2,784.3103203689628,5772,1687,0.4054982817869416,0.01790830945558739,786.4349391600473,0.1873147599288678
signed_value_cost_aware,Ridge,0.2,784.3103203689628,8111,1687,0.38144329896907214,0.01790830945558739,788.2680688275046,0.18494368701837582
signed_value_cost_aware,Ridge,0.3,1154.5747014991466,1729,1687,0.49828178694158076,0.022922636103151862,1155.475679309425,0.2821576763485477
signed_value_cost_aware,Ridge,0.3,1154.5747014991466,2718,1687,0.5154639175257731,0.020773638968481375,1158.3967690426794,0.2839359810314167
signed_value_cost_aware,Ridge,0.3,1154.5747014991466,3141,1687,0.5085910652920962,0.024355300859598854,1150.7985130343807,0.2803793716656787
