reporting_epsilon,selection_rule,posthoc_mismatch_elimination_used,required_nonexploratory_envelope,previous_prespecified_epsilon,runtime_float64_envelope,precision_float32_route_envelope,precision_float32_same_route_decision_envelope,hardware_float32_route_envelope,hardware_float32_decision_envelope,compact_monitor_probability_lipschitz_bound,conservative_route_envelope,conservative_same_route_decision_envelope,route_ambiguous_n,route_rows,route_ambiguous_fraction,decision_ambiguous_n,decision_rows,decision_ambiguous_fraction
1e-06,first_prespecified_grid_point_covering_conservative_nonexploratory_perturbation_envelope,False,1.1042633411982153e-07,1e-07,2.220446049250313e-16,6.576219624410129e-08,9.357650498920123e-08,1.4901161193847656e-08,1.4901161193847656e-08,1.948667936772641e-09,8.261202537472159e-08,1.1042633411982153e-07,200,3267,0.061218243036424855,15,5445,0.0027548209366391185
