learned_budget,learned_acquisition_rate,learned_incremental_cost_ms_per_example,learned_recall,learned_fpr,risk_pass,best_uncertainty_budget_under_cost,best_uncertainty_cost_ms_per_example,best_uncertainty_recall_under_cost,recall_margin_over_uncertainty,uncertainty_dominance_pass,best_random_budget_under_cost,best_random_cost_ms_per_example,best_random_recall_upper95_under_cost,recall_margin_over_random_upper95,random_dominance_pass,selective_point_pass
0.0,0.0,159.49735372142882,0.2164948453608247,0.0479942693409742,True,0.1,156.25221935388265,0.2336769759450171,-0.017182130584192407,False,0.1,156.25221935388262,0.30420962199312707,-0.08771477663230237,False,False
0.05,0.0474214582098399,235.25600552937186,0.2783505154639175,0.0372492836676217,True,0.1,156.25221935388265,0.2336769759450171,0.04467353951890038,True,0.1,156.25221935388262,0.30420962199312707,-0.025859106529209586,False,False
0.1,0.0978067575577949,315.74957307531145,0.3367697594501718,0.0286532951289398,True,0.1,156.25221935388265,0.2336769759450171,0.10309278350515469,True,0.1,156.25221935388262,0.30420962199312707,0.032560137457044724,True,True
0.2,0.1985773562537048,476.7367081671905,0.4879725085910653,0.0250716332378223,True,0.2,317.2393544457617,0.3883161512027491,0.09965635738831619,True,0.2,317.23935444576165,0.37981099656357376,0.10816151202749152,True,True
0.3,0.2993479549496147,637.7238432590697,0.5876288659793815,0.0300859598853868,True,0.4,636.372675186722,0.5498281786941581,0.037800687285223344,True,0.2,317.23935444576165,0.37981099656357376,0.2078178694158077,True,True
0.4,0.3983402489626556,795.8700289081507,0.6494845360824743,0.0343839541547277,True,0.4,636.372675186722,0.5498281786941581,0.09965635738831613,True,0.2,317.23935444576165,0.37981099656357376,0.2696735395189005,True,True
0.5,0.4991108476585655,956.8571640000299,0.7216494845360825,0.0393982808022922,True,0.6,956.4529790752816,0.718213058419244,0.0034364261168384758,True,0.2,317.23935444576165,0.37981099656357376,0.3418384879725087,True,True
0.6,0.5986959098992294,1115.9503327967104,0.7457044673539519,0.0422636103151862,True,0.6,956.4529790752816,0.718213058419244,0.027491408934707917,True,0.2,317.23935444576165,0.37981099656357376,0.36589347079037815,True,True
0.75,0.7480735032602253,1354.5900859917313,0.7972508591065293,0.0458452722063037,True,0.75,1195.0927322703023,0.7903780068728522,0.0068728522336770626,True,0.2,317.23935444576165,0.37981099656357376,0.4174398625429555,True,True
