setup_id,n,positive_n,negative_n,base_recall,base_fpr,base_fpr_upper95,base_precision,base_decision_loss,augmented_recall,augmented_fpr,augmented_fpr_upper95,augmented_precision,augmented_decision_loss,decision_loss_reduction,mean_realized_decision_value,positive_value_n,positive_value_rate,zero_value_n,zero_value_rate,negative_value_n,negative_value_rate,decision_change_rate,false_positive_reduction_sum,false_negative_reduction_sum
compact_after_rule,1687,291,1396,0.21305841924398625,0.0508595988538682,0.061617165297456734,0.46616541353383456,0.17783046828689983,0.21305841924398625,0.04656160458452722,0.05693182915144914,0.4881889763779528,0.17427385892116182,0.0035566093657380116,0.0035566093657379964,20,0.011855364552459988,1653,0.979845880260818,14,0.008298755186721992,0.02015411973918198,6,0
qwen_after_rule_compact,1687,291,1396,0.21649484536082475,0.04799426934097421,0.05849585221022248,0.4846153846153846,0.17486662714878481,0.865979381443299,0.053724928366762174,0.06473008497319321,0.7706422018348624,0.06757557794902193,0.10729104919976289,0.10729104919976289,249,0.14759928867812686,1370,0.8120924718435092,68,0.04030823947836396,0.1879075281564908,-8,189
