layer,contrast,seed,stack,policy_kind,target_key,left_risk_gate_pass,left_recall,left_fpr,left_row_fpr_upper95,left_dependency_group_event_upper95,left_outer_acquisition_rate,left_decision_threshold,left_acquisition_threshold,right_risk_gate_pass,right_recall,right_fpr,right_row_fpr_upper95,right_dependency_group_event_upper95,right_outer_acquisition_rate,right_decision_threshold,right_acquisition_threshold,pass_flip,left_pass_right_fail,left_fail_right_pass,delta_recall_left_minus_right,delta_fpr_left_minus_right,delta_row_fpr_upper95_left_minus_right,delta_dependency_group_event_upper95_left_minus_right,delta_outer_acquisition_rate_left_minus_right,delta_decision_threshold_left_minus_right,delta_acquisition_threshold_left_minus_right
full_protocol,label_at_dependency,3141,compact_to_qwen,selective_deployable,0.25,True,0.352112676056338,0.0142857142857142,0.0298011727950201,0.0300567655679614,0.2375296912114014,0.8053056154239157,0.3296778507044991,False,0.3943661971830985,0.0630372492836676,0.0887924515705344,0.0892970996156788,0.3023809523809523,0.1631461510300827,0.3368138499307798,True,True,False,-0.04225352112676051,-0.04875153499795341,-0.05899127877551431,-0.059240334047717405,-0.0648512611695509,0.642159464393833,-0.007135999226280665
full_protocol,label_at_dependency,3141,compact_to_qwen,selective_deployable,0.50,True,0.5774647887323944,0.0257142857142857,0.0444424640102825,0.0448229487056789,0.4631828978622327,0.805128244575364,0.3301369710321273,False,0.6619718309859155,0.0573065902578796,0.082185916161531,0.0826532807745683,0.5595238095238095,0.3045844595507426,0.3372096496463653,True,True,False,-0.08450704225352113,-0.031592304543593894,-0.0377434521512485,-0.037830332068889395,-0.09634091166157682,0.5005437850246215,-0.007072678614237993
full_protocol,label_at_dependency,3141,rule_compact_to_qwen,cheap_only,anchor,False,0.1690140845070422,0.0514285714285714,0.075311700164249,0.0759544884475703,0.0,0.3365171326925291,,False,0.1830985915492957,0.0315186246418338,0.05163164376229,0.0519261074315273,0.0,0.3709544555437045,,False,False,False,-0.014084507042253502,0.019909946786737596,0.023680056401959,0.024028381016043,0.0,-0.0344373228511754,
full_protocol,label_at_dependency,3141,rule_compact_to_qwen,full_information,anchor,False,0.7887323943661971,0.0428571428571428,0.0652267451569932,0.0657839778694173,1.0,0.2916653680214503,,False,0.8450704225352113,0.0544412607449856,0.0788626398635572,0.0793112366935812,1.0,0.3134648796740404,,False,False,False,-0.05633802816901412,-0.011584117887842797,-0.013635894706563997,-0.013527258824163904,0.0,-0.021799511652590087,
full_protocol,label_at_dependency,3141,rule_compact_to_qwen,selective_deployable,0.10,False,0.3380281690140845,0.0485714285714285,0.0719674829531914,0.0725819148103667,0.1092636579572446,0.2467202793681891,0.2007152949716094,False,0.2816901408450704,0.0343839541547277,0.0551148884098652,0.0554291043677078,0.0833333333333333,0.2914317310047047,0.1646333350354563,False,False,False,0.05633802816901412,0.014187474416700804,0.016852594543326202,0.0171528104426589,0.025930324623911302,-0.0447114516365156,0.036081959936153096
full_protocol,label_at_dependency,3141,rule_compact_to_qwen,selective_deployable,0.25,True,0.4084507042253521,0.02,0.0372365501937572,0.0375556107146779,0.2470308788598574,0.1984916413542465,0.299249613962971,False,0.4507042253521127,0.0315186246418338,0.05163164376229,0.0519261074315273,0.2642857142857143,0.1959535858135248,0.2971749331817662,True,True,False,-0.04225352112676056,-0.011518624641833803,-0.014395093568532802,-0.014370496716849396,-0.0172548354258569,0.002538055540721701,0.0020746807812048185
full_protocol,label_at_dependency,3141,rule_compact_to_qwen,selective_deployable,0.50,False,0.6338028169014085,0.0342857142857142,0.0549591124020735,0.0554291043677078,0.498812351543943,0.2594437842217686,0.3776559158272788,False,0.5915492957746479,0.0372492836676217,0.0585707962924032,0.0589045985512516,0.4833333333333333,0.3134648796740404,0.3868067809939189,False,False,False,0.04225352112676062,-0.002963569381907505,-0.0036116838903297033,-0.003475494183543801,0.015479018210609707,-0.054021095452271795,-0.009150865166640099
full_protocol,label_at_dependency,5772,rule_to_compact,cheap_only,anchor,False,0.2,0.0514285714285714,0.075311700164249,0.0759544884475703,0.0,0.3841905255936983,,False,0.1549295774647887,0.0716332378223495,0.0986139608665145,0.0991739728379858,0.0,0.315479593503203,,False,False,False,0.04507042253521132,-0.020204666393778097,-0.0233022607022655,-0.023219484390415504,0.0,0.06871093209049534,
full_protocol,label_at_dependency,5772,rule_to_compact,full_information,anchor,False,0.2285714285714285,0.0542857142857142,0.0786402386372628,0.0793112366935812,1.0,0.3697971331917755,,False,0.1690140845070422,0.0630372492836676,0.0887924515705344,0.0892970996156788,1.0,0.3310311262469048,,False,False,False,0.059557344064386314,-0.008751534997953406,-0.010152212933271607,-0.009985862922097605,0.0,0.0387660069448707,
full_protocol,label_at_dependency,5772,rule_to_compact,selective_deployable,0.10,False,0.2285714285714285,0.0542857142857142,0.0786402386372628,0.0793112366935812,0.1261904761904762,0.3697971331917755,0.2036838517632658,False,0.1549295774647887,0.0687679083094555,0.0953509876396336,0.0958926144455047,0.1023809523809523,0.3116910783787474,0.1985955404769946,False,False,False,0.07364185110663982,-0.014482194023741304,-0.016710749002370795,-0.016581377751923504,0.02380952380952389,0.05810605481302811,0.005088311286271213
