family,policy_id,selection_split,n,positives,negatives,tp,fp,tn,fn,recall,fpr,precision,intercept_rate,avg_cost_ms,median_cost_ms,p95_cost_ms,normalized_avg_cost_vs_rule,normalized_median_cost_vs_rule,policy_details_json
learned_stacker_router,learned_router_low0.3682_high0.6937_final0.9112,policy_selection,421,72,349,39,19,330,33,0.5416666666666666,0.054441260744985676,0.6724137931034483,0.1377672209026128,127.36971330763923,16.17383737496425,465.3320094372333,131.1468744318192,16.65347408117218,"{""cheap_features"": [""rule_score"", ""compact_unsafe_score""], ""full_features"": [""rule_score"", ""compact_unsafe_score"", ""judge_unsafe_score""], ""route"": ""run rule and compact; allow/intercept if cheap router confident; otherwise run judge and full stacker"", ""router_high_intercept_threshold"": 0.6937339008284665, ""router_low_allow_threshold"": 0.36823149172582637, ""stacker_final_threshold"": 0.9112237693305377}"
learned_stacker_router,learned_router_low0.3676_high0.6937_final0.9112,policy_selection,421,72,349,42,19,330,30,0.5833333333333334,0.054441260744985676,0.6885245901639344,0.14489311163895488,146.04954785395685,97.73057624977355,466.31957906262755,150.38066127199218,100.62878590784783,"{""cheap_features"": [""rule_score"", ""compact_unsafe_score""], ""full_features"": [""rule_score"", ""compact_unsafe_score"", ""judge_unsafe_score""], ""route"": ""run rule and compact; allow/intercept if cheap router confident; otherwise run judge and full stacker"", ""router_high_intercept_threshold"": 0.6937339008284665, ""router_low_allow_threshold"": 0.3675944029842896, ""stacker_final_threshold"": 0.9112237693305377}"
learned_stacker_router,learned_router_low0.3672_high0.6937_final0.9112,policy_selection,421,72,349,44,19,330,28,0.6111111111111112,0.054441260744985676,0.6984126984126984,0.1496437054631829,166.85130237177535,144.0938531252698,466.31957906262755,171.79929382493404,148.36697022763377,"{""cheap_features"": [""rule_score"", ""compact_unsafe_score""], ""full_features"": [""rule_score"", ""compact_unsafe_score"", ""judge_unsafe_score""], ""route"": ""run rule and compact; allow/intercept if cheap router confident; otherwise run judge and full stacker"", ""router_high_intercept_threshold"": 0.6937339008284665, ""router_low_allow_threshold"": 0.3672207724173855, ""stacker_final_threshold"": 0.9112237693305377}"
learned_stacker_router,learned_router_low0.3669_high0.6937_final0.9112,policy_selection,421,72,349,45,19,330,27,0.625,0.054441260744985676,0.703125,0.15201900237529692,180.9575604359069,149.64121756254656,472.7132825623386,186.32387433153508,154.07884229195946,"{""cheap_features"": [""rule_score"", ""compact_unsafe_score""], ""full_features"": [""rule_score"", ""compact_unsafe_score"", ""judge_unsafe_score""], ""route"": ""run rule and compact; allow/intercept if cheap router confident; otherwise run judge and full stacker"", ""router_high_intercept_threshold"": 0.6937339008284665, ""router_low_allow_threshold"": 0.366926061267326, ""stacker_final_threshold"": 0.9112237693305377}"
learned_stacker_router,learned_router_low0.3668_high0.6937_final0.9112,policy_selection,421,72,349,46,19,330,26,0.6388888888888888,0.054441260744985676,0.7076923076923077,0.1543942992874109,185.4597801152416,150.14786212488218,472.7132825623386,190.95960776938963,154.60051144762213,"{""cheap_features"": [""rule_score"", ""compact_unsafe_score""], ""full_features"": [""rule_score"", ""compact_unsafe_score"", ""judge_unsafe_score""], ""route"": ""run rule and compact; allow/intercept if cheap router confident; otherwise run judge and full stacker"", ""router_high_intercept_threshold"": 0.6937339008284665, ""router_low_allow_threshold"": 0.366796223357278, ""stacker_final_threshold"": 0.9112237693305377}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.009102_ch0.01579_j0.1949,policy_selection,421,72,349,20,20,329,52,0.2777777777777778,0.05730659025787966,0.5,0.09501187648456057,4.893928698931665,0.9630440000591989,6.11048662490532,5.039058626181056,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.015788078011246414, ""compact_low_allow_threshold"": 0.009101854637265205, ""judge_threshold"": 0.19489912837743753, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.009102_ch0.01579_j0.2844,policy_selection,421,72,349,20,20,329,52,0.2777777777777778,0.05730659025787966,0.5,0.09501187648456057,4.893928698931665,0.9630440000591989,6.11048662490532,5.039058626181056,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.015788078011246414, ""compact_low_allow_threshold"": 0.009101854637265205, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.009102_ch0.01579_j0.52,policy_selection,421,72,349,20,20,329,52,0.2777777777777778,0.05730659025787966,0.5,0.09501187648456057,4.893928698931665,0.9630440000591989,6.11048662490532,5.039058626181056,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.015788078011246414, ""compact_low_allow_threshold"": 0.009101854637265205, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.009102_ch0.01579_j0.7365,policy_selection,421,72,349,20,20,329,52,0.2777777777777778,0.05730659025787966,0.5,0.09501187648456057,4.893928698931665,0.9630440000591989,6.11048662490532,5.039058626181056,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.015788078011246414, ""compact_low_allow_threshold"": 0.009101854637265205, ""judge_threshold"": 0.736463671922683, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0.3148_rh0.7498_cl0.007173_ch0.009884_j0.2844,policy_selection,421,72,349,22,20,329,50,0.3055555555555556,0.05730659025787966,0.5238095238095238,0.0997624703087886,14.697552580162034,0.9962210000367122,11.789499312527596,15.133409918494047,1.0257640298097461,"{""compact_high_intercept_threshold"": 0.009883562399772927, ""compact_low_allow_threshold"": 0.0071728967886883765, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.7498301045120662, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.007173_ch0.01579_j0.52,policy_selection,421,72,349,24,20,329,48,0.3333333333333333,0.05730659025787966,0.5454545454545454,0.10451306413301663,15.347687494656062,0.9630440000591989,12.938920000010512,15.802824646538161,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.015788078011246414, ""compact_low_allow_threshold"": 0.0071728967886883765, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.006242_ch0.01579_j0.52,policy_selection,421,72,349,25,20,329,47,0.3472222222222222,0.05730659025787966,0.5555555555555556,0.10688836104513064,18.833635596793247,0.9630440000591989,152.31987806247105,19.392148875623977,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.015788078011246414, ""compact_low_allow_threshold"": 0.006241543400392402, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0_rh0.7498_cl0.009102_ch0.04305_j0.52,policy_selection,421,72,349,28,20,329,44,0.3888888888888889,0.05730659025787966,0.5833333333333334,0.11401425178147269,70.40195146084706,4.84963693743623,437.9877127498304,72.48972811684091,4.993453388229582,"{""compact_high_intercept_threshold"": 0.04304801925900388, ""compact_low_allow_threshold"": 0.009101854637265205, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.7498301045120662, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.5934_cl0.009102_ch0.4674_j0.52,policy_selection,421,72,349,32,20,329,40,0.4444444444444444,0.05730659025787966,0.6153846153846154,0.12351543942992874,74.44188526607171,4.798807562494289,427.76977656247084,76.64946654843304,4.941116663274744,"{""compact_high_intercept_threshold"": 0.46738710564095515, ""compact_low_allow_threshold"": 0.009101854637265205, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.5934_cl0.009102_ch0.6219_j0.52,policy_selection,421,72,349,32,20,329,40,0.4444444444444444,0.05730659025787966,0.6153846153846154,0.12351543942992874,74.44188526607171,4.798807562494289,427.76977656247084,76.64946654843304,4.941116663274744,"{""compact_high_intercept_threshold"": 0.6218601455306608, ""compact_low_allow_threshold"": 0.009101854637265205, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.7498_cl0.007173_ch0.04305_j0.52,policy_selection,421,72,349,38,20,329,34,0.5277777777777778,0.05730659025787966,0.6551724137931034,0.1377672209026128,120.11087547984751,5.624902812570554,466.31957906262755,123.67277506862905,5.791709847612045,"{""compact_high_intercept_threshold"": 0.04304801925900388, ""compact_low_allow_threshold"": 0.0071728967886883765, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.7498301045120662, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.5934_cl0.007173_ch0.4674_j0.52,policy_selection,421,72,349,41,20,329,31,0.5694444444444444,0.05730659025787966,0.6721311475409836,0.14489311163895488,122.14893892640417,5.624376499966388,465.3320094372333,125.7712774831243,5.791167927156877,"{""compact_high_intercept_threshold"": 0.46738710564095515, ""compact_low_allow_threshold"": 0.0071728967886883765, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.5934_cl0.007173_ch0.6219_j0.52,policy_selection,421,72,349,41,20,329,31,0.5694444444444444,0.05730659025787966,0.6721311475409836,0.14489311163895488,122.14893892640417,5.624376499966388,465.3320094372333,125.7712774831243,5.791167927156877,"{""compact_high_intercept_threshold"": 0.6218601455306608, ""compact_low_allow_threshold"": 0.0071728967886883765, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.0}"
learned_stacker_router,learned_router_low0.3676_high0.8336_final0.5329,policy_selection,421,72,349,46,20,329,26,0.6388888888888888,0.05730659025787966,0.696969696969697,0.15676959619952494,168.83575456891782,141.4309316876654,489.1475792499733,173.8425951432466,145.62507959814175,"{""cheap_features"": [""rule_score"", ""compact_unsafe_score""], ""full_features"": [""rule_score"", ""compact_unsafe_score"", ""judge_unsafe_score""], ""route"": ""run rule and compact; allow/intercept if cheap router confident; otherwise run judge and full stacker"", ""router_high_intercept_threshold"": 0.8336125086029859, ""router_low_allow_threshold"": 0.3675944029842896, ""stacker_final_threshold"": 0.5329140904938225}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.007173_ch0.01579_j0.2844,policy_selection,421,72,349,25,21,328,47,0.3472222222222222,0.06017191977077364,0.5434782608695652,0.10926365795724466,15.347687494656062,0.9630440000591989,12.938920000010512,15.802824646538161,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.015788078011246414, ""compact_low_allow_threshold"": 0.0071728967886883765, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.006242_ch0.01579_j0.2844,policy_selection,421,72,349,26,21,328,46,0.3611111111111111,0.06017191977077364,0.5531914893617021,0.11163895486935867,18.833635596793247,0.9630440000591989,152.31987806247105,19.392148875623977,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.015788078011246414, ""compact_low_allow_threshold"": 0.006241543400392402, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0_rh0.5934_cl0.006242_ch0.4674_j0.52,policy_selection,421,72,349,45,21,328,27,0.625,0.06017191977077364,0.6818181818181818,0.15676959619952494,166.83635340384126,143.75369624978873,472.7132825623386,171.78390154391505,148.0167259672256,"{""compact_high_intercept_threshold"": 0.46738710564095515, ""compact_low_allow_threshold"": 0.006241543400392402, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.5934_cl0.006242_ch0.6219_j0.52,policy_selection,421,72,349,45,21,328,27,0.625,0.06017191977077364,0.6818181818181818,0.15676959619952494,166.83635340384126,143.75369624978873,472.7132825623386,171.78390154391505,148.0167259672256,"{""compact_high_intercept_threshold"": 0.6218601455306608, ""compact_low_allow_threshold"": 0.006241543400392402, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.5934_cl0.005781_ch0.4674_j0.52,policy_selection,421,72,349,48,22,327,24,0.6666666666666666,0.06303724928366762,0.6857142857142857,0.166270783847981,179.2666390261694,149.5544594998819,472.7132825623386,184.58280848441882,153.9895114105846,"{""compact_high_intercept_threshold"": 0.46738710564095515, ""compact_low_allow_threshold"": 0.0057813970110146325, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.5934_cl0.005781_ch0.6219_j0.52,policy_selection,421,72,349,48,22,327,24,0.6666666666666666,0.06303724928366762,0.6857142857142857,0.166270783847981,179.2666390261694,149.5544594998819,472.7132825623386,184.58280848441882,153.9895114105846,"{""compact_high_intercept_threshold"": 0.6218601455306608, ""compact_low_allow_threshold"": 0.0057813970110146325, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.0}"
learned_stacker_router,learned_router_low0.3672_high0.8336_final0.5329,policy_selection,421,72,349,49,22,327,23,0.6805555555555556,0.06303724928366762,0.6901408450704225,0.16864608076009502,189.63750908673632,157.13688824986605,489.1475792499733,195.26122769618843,161.7967978159529,"{""cheap_features"": [""rule_score"", ""compact_unsafe_score""], ""full_features"": [""rule_score"", ""compact_unsafe_score"", ""judge_unsafe_score""], ""route"": ""run rule and compact; allow/intercept if cheap router confident; otherwise run judge and full stacker"", ""router_high_intercept_threshold"": 0.8336125086029859, ""router_low_allow_threshold"": 0.3672207724173855, ""stacker_final_threshold"": 0.5329140904938225}"
learned_stacker_router,learned_router_low0.3723_high0.7676_final0.5329,policy_selection,421,72,349,36,23,326,36,0.5,0.0659025787965616,0.6101694915254238,0.14014251781472684,108.29410619600404,6.182598312548748,439.4977083124161,111.50557835275916,6.365943861393438,"{""cheap_features"": [""rule_score"", ""compact_unsafe_score""], ""full_features"": [""rule_score"", ""compact_unsafe_score"", ""judge_unsafe_score""], ""route"": ""run rule and compact; allow/intercept if cheap router confident; otherwise run judge and full stacker"", ""router_high_intercept_threshold"": 0.7675510316964942, ""router_low_allow_threshold"": 0.37227154785834776, ""stacker_final_threshold"": 0.5329140904938225}"
cost_tuned_cascade,cascade_rl0_rh0.9219_cl0.006242_ch0.4674_j0.2844,policy_selection,421,72,349,49,23,326,23,0.6805555555555556,0.0659025787965616,0.6805555555555556,0.171021377672209,183.53931275879808,152.31987806247105,489.1475792499733,188.98218876839388,156.83693872718163,"{""compact_high_intercept_threshold"": 0.46738710564095515, ""compact_low_allow_threshold"": 0.006241543400392402, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.9218579568600582, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.9219_cl0.006242_ch0.6219_j0.2844,policy_selection,421,72,349,49,23,326,23,0.6805555555555556,0.0659025787965616,0.6805555555555556,0.171021377672209,183.53931275879808,152.31987806247105,489.1475792499733,188.98218876839388,156.83693872718163,"{""compact_high_intercept_threshold"": 0.6218601455306608, ""compact_low_allow_threshold"": 0.006241543400392402, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.9218579568600582, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.7498_cl0.007173_ch0.4674_j0.2844,policy_selection,421,72,349,42,24,325,30,0.5833333333333334,0.06876790830945559,0.6363636363636364,0.15676959619952494,128.6482209335295,6.088844812467187,475.8697923752777,132.46329632457932,6.269410092230886,"{""compact_high_intercept_threshold"": 0.46738710564095515, ""compact_low_allow_threshold"": 0.0071728967886883765, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.7498301045120662, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.7498_cl0.007173_ch0.6219_j0.2844,policy_selection,421,72,349,42,24,325,30,0.5833333333333334,0.06876790830945559,0.6363636363636364,0.15676959619952494,128.6482209335295,6.088844812467187,475.8697923752777,132.46329632457932,6.269410092230886,"{""compact_high_intercept_threshold"": 0.6218601455306608, ""compact_low_allow_threshold"": 0.0071728967886883765, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.7498301045120662, ""rule_low_allow_threshold"": 0.0}"
learned_stacker_router,learned_router_low0.3669_high0.8336_final0.5329,policy_selection,421,72,349,53,24,325,19,0.7361111111111112,0.06876790830945559,0.6883116883116883,0.1828978622327791,203.74376715086785,160.3163523127762,491.6627218127161,209.78580820278944,165.07054919208912,"{""cheap_features"": [""rule_score"", ""compact_unsafe_score""], ""full_features"": [""rule_score"", ""compact_unsafe_score"", ""judge_unsafe_score""], ""route"": ""run rule and compact; allow/intercept if cheap router confident; otherwise run judge and full stacker"", ""router_high_intercept_threshold"": 0.8336125086029859, ""router_low_allow_threshold"": 0.366926061267326, ""stacker_final_threshold"": 0.5329140904938225}"
learned_stacker_router,learned_router_low0.3668_high0.8336_final0.5329,policy_selection,421,72,349,54,24,325,18,0.75,0.06876790830945559,0.6923076923076923,0.18527315914489312,208.24598683020253,160.85316887483714,491.6627218127161,214.42154164064397,165.623285101037,"{""cheap_features"": [""rule_score"", ""compact_unsafe_score""], ""full_features"": [""rule_score"", ""compact_unsafe_score"", ""judge_unsafe_score""], ""route"": ""run rule and compact; allow/intercept if cheap router confident; otherwise run judge and full stacker"", ""router_high_intercept_threshold"": 0.8336125086029859, ""router_low_allow_threshold"": 0.366796223357278, ""stacker_final_threshold"": 0.5329140904938225}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.009102_ch0.009884_j0.1949,policy_selection,421,72,349,20,25,324,52,0.2777777777777778,0.07163323782234957,0.4444444444444444,0.10688836104513064,2.11096560391697,0.9630440000591989,5.121150312476175,2.1735664923584617,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.009883562399772927, ""compact_low_allow_threshold"": 0.009101854637265205, ""judge_threshold"": 0.19489912837743753, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.009102_ch0.009884_j0.2844,policy_selection,421,72,349,20,25,324,52,0.2777777777777778,0.07163323782234957,0.4444444444444444,0.10688836104513064,2.11096560391697,0.9630440000591989,5.121150312476175,2.1735664923584617,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.009883562399772927, ""compact_low_allow_threshold"": 0.009101854637265205, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.009102_ch0.009884_j0.52,policy_selection,421,72,349,20,25,324,52,0.2777777777777778,0.07163323782234957,0.4444444444444444,0.10688836104513064,2.11096560391697,0.9630440000591989,5.121150312476175,2.1735664923584617,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.009883562399772927, ""compact_low_allow_threshold"": 0.009101854637265205, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.009102_ch0.009884_j0.7365,policy_selection,421,72,349,20,25,324,52,0.2777777777777778,0.07163323782234957,0.4444444444444444,0.10688836104513064,2.11096560391697,0.9630440000591989,5.121150312476175,2.1735664923584617,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.009883562399772927, ""compact_low_allow_threshold"": 0.009101854637265205, ""judge_threshold"": 0.736463671922683, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.007173_ch0.009884_j0.52,policy_selection,421,72,349,24,25,324,48,0.3333333333333333,0.07163323782234957,0.4897959183673469,0.1163895486935867,12.564724399641367,0.9630440000591989,8.7180751249889,12.937332512715566,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.009883562399772927, ""compact_low_allow_threshold"": 0.0071728967886883765, ""judge_threshold"": 0.5200446903705598, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
learned_stacker_router,learned_router_low0.3682_high0.7676_final0.5329,policy_selection,421,72,349,43,25,324,29,0.5972222222222222,0.07163323782234957,0.6323529411764706,0.16152019002375298,137.62692897747036,80.20377637519971,477.73234237472195,141.70826882094164,82.58222709374003,"{""cheap_features"": [""rule_score"", ""compact_unsafe_score""], ""full_features"": [""rule_score"", ""compact_unsafe_score"", ""judge_unsafe_score""], ""route"": ""run rule and compact; allow/intercept if cheap router confident; otherwise run judge and full stacker"", ""router_high_intercept_threshold"": 0.7675510316964942, ""router_low_allow_threshold"": 0.36823149172582637, ""stacker_final_threshold"": 0.5329140904938225}"
learned_stacker_router,learned_router_low0.3676_high0.7676_final0.5329,policy_selection,421,72,349,47,25,324,25,0.6527777777777778,0.07163323782234957,0.6527777777777778,0.171021377672209,156.30676352378802,129.98822862479642,478.21254868752305,160.94205566111464,133.84304207308227,"{""cheap_features"": [""rule_score"", ""compact_unsafe_score""], ""full_features"": [""rule_score"", ""compact_unsafe_score"", ""judge_unsafe_score""], ""route"": ""run rule and compact; allow/intercept if cheap router confident; otherwise run judge and full stacker"", ""router_high_intercept_threshold"": 0.7675510316964942, ""router_low_allow_threshold"": 0.3675944029842896, ""stacker_final_threshold"": 0.5329140904938225}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.007173_ch0.009884_j0.2844,policy_selection,421,72,349,25,26,323,47,0.3472222222222222,0.07449856733524356,0.49019607843137253,0.12114014251781473,12.564724399641367,0.9630440000591989,8.7180751249889,12.937332512715566,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.009883562399772927, ""compact_low_allow_threshold"": 0.0071728967886883765, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0.3148_rh0.5934_cl0.006242_ch0.009884_j0.2844,policy_selection,421,72,349,26,26,323,46,0.3611111111111111,0.07449856733524356,0.5,0.12351543942992874,16.050672501778553,0.9630440000591989,88.3297045622271,16.526656741801386,0.9916031627002616,"{""compact_high_intercept_threshold"": 0.009883562399772927, ""compact_low_allow_threshold"": 0.006241543400392402, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.5934303402594009, ""rule_low_allow_threshold"": 0.3148451323439172}"
cost_tuned_cascade,cascade_rl0_rh0.9219_cl0.005781_ch0.4674_j0.2844,policy_selection,421,72,349,54,26,323,18,0.75,0.07449856733524356,0.675,0.19002375296912113,196.39758587518693,157.3464122502486,489.1475792499733,202.22177521334464,162.01253527076096,"{""compact_high_intercept_threshold"": 0.46738710564095515, ""compact_low_allow_threshold"": 0.0057813970110146325, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.9218579568600582, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.9219_cl0.005781_ch0.6219_j0.2844,policy_selection,421,72,349,54,26,323,18,0.75,0.07449856733524356,0.675,0.19002375296912113,196.39758587518693,157.3464122502486,489.1475792499733,202.22177521334464,162.01253527076096,"{""compact_high_intercept_threshold"": 0.6218601455306608, ""compact_low_allow_threshold"": 0.0057813970110146325, ""judge_threshold"": 0.28440535068512, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.9218579568600582, ""rule_low_allow_threshold"": 0.0}"
cost_tuned_cascade,cascade_rl0_rh0.7498_cl0.009102_ch0.4674_j0.1949,policy_selection,421,72,349,33,27,322,39,0.4583333333333333,0.07736389684813753,0.55,0.14251781472684086,78.93929691452902,4.890602062559424,447.50829162464356,81.28024937279115,5.035633338086571,"{""compact_high_intercept_threshold"": 0.46738710564095515, ""compact_low_allow_threshold"": 0.009101854637265205, ""judge_threshold"": 0.19489912837743753, ""route"": ""rule allow/intercept bands; compact allow/intercept bands; judge only for unresolved examples"", ""rule_high_intercept_threshold"": 0.7498301045120662, ""rule_low_allow_threshold"": 0.0}"
