requested_budget,policy,seed_n,acquisition_rate_mean,acquisition_rate_se,acquisition_rate_ci95_lower,acquisition_rate_ci95_upper,decision_loss_mean,decision_loss_se,decision_loss_ci95_lower,decision_loss_ci95_upper,accuracy_mean,accuracy_se,accuracy_ci95_lower,accuracy_ci95_upper,total_risk_with_cost_mean,total_risk_with_cost_se,total_risk_with_cost_ci95_lower,total_risk_with_cost_ci95_upper,fpr_mean,fpr_se,fpr_ci95_lower,fpr_ci95_upper,recall_mean,recall_se,recall_ci95_lower,recall_ci95_upper,fnr_mean,fnr_se,fnr_ci95_lower,fnr_ci95_upper,decision_loss_reduction_vs_never_mean,decision_loss_reduction_vs_never_se,decision_loss_reduction_vs_never_ci95_lower,decision_loss_reduction_vs_never_ci95_upper,context_a_acquisition_rate_mean,context_a_acquisition_rate_se,context_a_acquisition_rate_ci95_lower,context_a_acquisition_rate_ci95_upper,context_b_acquisition_rate_mean,context_b_acquisition_rate_se,context_b_acquisition_rate_ci95_lower,context_b_acquisition_rate_ci95_upper,oracle_value_captured_per_example_mean,oracle_value_captured_per_example_se,oracle_value_captured_per_example_ci95_lower,oracle_value_captured_per_example_ci95_upper
0.5,random,30,0.5,0.0,0.5,0.5,0.1613305555555555,0.0007836072250172218,0.15972789883116092,0.16293321227995008,0.8386694444444446,0.0007836072250172225,0.83706678772005,0.8402721011688391,0.1713305555555556,0.0007836072250172217,0.16972789883116102,0.17293321227995018,0.16218534731242962,0.0009172051143923513,0.16030945222455867,0.16406124240030057,0.839517340845261,0.0011116368882485089,0.837243788130127,0.8417908935603949,0.160482659154739,0.0011116368882485089,0.15820910643960498,0.16275621186987302,0.04855555555555555,0.00027149994100384567,0.04800027582837721,0.0491108352827339,0.5015854277247586,0.0007306809457631841,0.5000910173955422,0.5030798380539749,0.49841265575425425,0.0007254548569919675,0.4969289339767051,0.4998963775318034,0.04921122834143931,0.0001735598641459383,0.04885625856260351,0.04956619812027511
0.5,uncertainty,30,0.5,0.0,0.5,0.5,0.13245,0.0006945509496871822,0.13102948380972837,0.13387051619027165,0.86755,0.0006945509496871815,0.8661294838097284,0.8689705161902717,0.14245000000000005,0.0006945509496871824,0.1410294838097284,0.1438705161902717,0.13262927311560052,0.0009130073974579665,0.13076196332283305,0.134496582908368,0.8677238996493313,0.000883855553211153,0.8659162120725402,0.8695315872261223,0.13227610035066875,0.000883855553211153,0.1304684127738777,0.1340837879274598,0.07743611111111111,0.0003951874309449145,0.0766278620631443,0.07824436015907792,0.4993372282054894,0.0008906366539088515,0.49751567172054517,0.5011587846904337,0.5006761186564757,0.0008934926961869899,0.49884872090920496,0.5025035164037464,0.07870051408815212,0.0001886974936260805,0.07831458438079192,0.07908644379551233
0.6,learned_value,30,0.6000000000000001,2.0616324000971782e-17,0.6000000000000001,0.6000000000000001,0.11366388888888891,0.0005791376661519229,0.11247941936719945,0.11484835841057837,0.886336111111111,0.0005791376661519219,0.8851516415894215,0.8875205806328005,0.12566388888888888,0.0005791376661519236,0.12447941936719942,0.12684835841057834,0.11390650836672936,0.0008021375455081295,0.11226595288158857,0.11554706385187015,0.8865695634969042,0.0008368059978115783,0.8848581030654655,0.8882810239283428,0.11343043650309578,0.0008368059978115783,0.11171897607165711,0.11514189693453446,0.09622222222222224,0.0004591091193630698,0.09528323864232745,0.09716120580211703,0.9922155245081975,0.00244476985585993,0.9872154087308003,0.9972156402855947,0.20834393198633855,0.0027441667783977756,0.2027314807482036,0.2139563832244735,0.09793274978179381,0.00022838394734468425,0.09746565216289718,0.09839984740069044
0.6,oracle_decision_value,30,0.6000000000000001,2.0616324000971782e-17,0.6000000000000001,0.6000000000000001,0.11361111111111111,0.0005848001991125495,0.11241506040916101,0.1148071618130612,0.8863888888888888,0.0005848001991125486,0.8851928381869387,0.8875849395908388,0.12561111111111112,0.0005848001991125502,0.12441506040916102,0.1268071618130612,0.11385161938674845,0.000809184645628268,0.11219665096355087,0.11550658780994603,0.8866195969057244,0.0008516530577700386,0.8848777708271602,0.8883614229842887,0.11338040309427558,0.0008516530577700386,0.11163857701571134,0.11512222917283982,0.09627500000000001,0.0004551421472482949,0.09534412978906387,0.09720587021093616,1.0,0.0,1.0,1.0,0.20053855795078335,0.0015523950704865962,0.19736355353632348,0.2037135623652432,0.09798306930467217,0.00023101446838068087,0.09751059166617847,0.09845554694316587
0.6,random,30,0.6000000000000001,2.0616324000971782e-17,0.6000000000000001,0.6000000000000001,0.15160277777777778,0.0007723333322309255,0.15002317875309196,0.1531823768024636,0.8483972222222221,0.0007723333322309251,0.8468176231975363,0.849976821246908,0.16360277777777776,0.0007723333322309255,0.16202317875309194,0.1651823768024636,0.15246093215771858,0.0009121270122880284,0.15059542295479716,0.15432644136064,0.849249926951689,0.001061449069709068,0.8470790198507058,0.8514208340526722,0.15075007304831126,0.0010614490697090683,0.1485791659473281,0.15292098014929442,0.05828333333333333,0.0003078008760714384,0.05765380985771761,0.05891285680894905,0.6016043000199028,0.0007117167910576518,0.6001486757420281,0.6030599242977775,0.5984082433842048,0.0007055101965885322,0.5969653130173151,0.5998511737510945,0.05902973981872909,0.0001921631702390943,0.0586367220068299,0.05942275763062828
0.6,uncertainty,30,0.6000000000000001,2.0616324000971782e-17,0.6000000000000001,0.6000000000000001,0.12502222222222223,0.0006556432177247693,0.12368128127866826,0.1263631631657762,0.8749777777777777,0.0006556432177247684,0.8736368368342238,0.8763187187213317,0.13702222222222227,0.0006556432177247696,0.1356812812786683,0.13836316316577624,0.12537908205067105,0.0008923341576505612,0.12355405378075661,0.12720411032058548,0.8753274377020409,0.000839939582851257,0.8736095683695929,0.8770453070344889,0.12467256229795912,0.0008399395828512571,0.12295469296551115,0.12639043163040709,0.08486388888888889,0.0004395531250780251,0.08396490180818725,0.08576287596959054,0.5994298010002823,0.0009521872021955403,0.5974823595094926,0.601377242491072,0.6006007736469733,0.0009507272498016563,0.5986563180940956,0.602545229199851,0.08616935425652694,0.0002010737760315219,0.08575811220953172,0.08658059630352216
0.75,learned_value,30,0.75,0.0,0.75,0.75,0.11366388888888891,0.0005791376661519229,0.11247941936719945,0.11484835841057837,0.886336111111111,0.0005791376661519219,0.8851516415894215,0.8875205806328005,0.12866388888888888,0.000579137666151923,0.12747941936719942,0.12984835841057835,0.11390650836672936,0.0008021375455081295,0.11226595288158857,0.11554706385187015,0.8865695634969042,0.0008368059978115783,0.8848581030654655,0.8882810239283428,0.11343043650309578,0.0008368059978115783,0.11171897607165711,0.11514189693453446,0.09622222222222224,0.0004591091193630698,0.09528323864232745,0.09716120580211703,0.9922155245081975,0.00244476985585993,0.9872154087308003,0.9972156402855947,0.5081419727547948,0.002531167344814465,0.502965154271982,0.5133187912376076,0.09793274978179381,0.00022838394734468425,0.09746565216289718,0.09839984740069044
0.75,oracle_decision_value,30,0.75,0.0,0.75,0.75,0.11361111111111111,0.0005848001991125495,0.11241506040916101,0.1148071618130612,0.8863888888888888,0.0005848001991125486,0.8851928381869387,0.8875849395908388,0.12861111111111112,0.0005848001991125497,0.12741506040916104,0.1298071618130612,0.11385161938674845,0.000809184645628268,0.11219665096355087,0.11550658780994603,0.8866195969057244,0.0008516530577700386,0.8848777708271602,0.8883614229842887,0.11338040309427558,0.0008516530577700386,0.11163857701571134,0.11512222917283982,0.09627500000000001,0.0004551421472482949,0.09534412978906387,0.09720587021093616,1.0,0.0,1.0,1.0,0.5003365987192396,0.0009702469190541218,0.4983522209602022,0.502320976478277,0.09798306930467217,0.00023101446838068087,0.09751059166617847,0.09845554694316587
0.75,random,30,0.75,0.0,0.75,0.75,0.13728333333333334,0.0007005357373359352,0.1358505768779606,0.1387160897887061,0.8627166666666665,0.0007005357373359339,0.8612839102112937,0.8641494231220392,0.1522833333333333,0.0007005357373359355,0.15085057687796055,0.15371608978870605,0.13769552873404617,0.0008796183354802574,0.13589650724055852,0.13949455022753382,0.8631216276527144,0.0009097859542001752,0.8612609064511882,0.8649823488542405,0.13687837234728584,0.0009097859542001752,0.13501765114575964,0.13873909354881203,0.07260277777777778,0.00036831923252194135,0.07184948036565633,0.07335607518989923,0.7519462543319041,0.0007472910092538613,0.7504178726084788,0.7534746360553294,0.7480704353554751,0.0007380496764297758,0.7465609542798745,0.7495799164310758,0.073612687582006,0.00021266398279514218,0.07317774090057937,0.07404763426343262
0.75,uncertainty,30,0.75,0.0,0.75,0.75,0.117825,0.0006009298616270843,0.11659596043415758,0.11905403956584241,0.8821750000000002,0.0006009298616270842,0.8809459604341577,0.8834040395658426,0.132825,0.0006009298616270846,0.13159596043415758,0.13405403956584241,0.11805843115078643,0.0008145457237977068,0.11639249809160292,0.11972436420996994,0.8824004459553982,0.0008084811792549074,0.8807469162824797,0.8840539756283168,0.11759955404460166,0.0008084811792549074,0.11594602437168312,0.1192530837175202,0.09206111111111114,0.0004697580511812849,0.09110034802020468,0.09302187420201759,0.7497372424588851,0.0008380738274497397,0.7480231890246892,0.7514512958930809,0.7502843210439264,0.0008352782809849987,0.7485759851442262,0.7519926569436266,0.09356502022285594,0.00022363127085040584,0.09310764291880488,0.094022397526907
1.0,learned_value,30,1.0,0.0,1.0,1.0,0.11361111111111111,0.0005848001991125495,0.11241506040916101,0.1148071618130612,0.8863888888888888,0.0005848001991125486,0.8851928381869387,0.8875849395908388,0.13361111111111112,0.0005848001991125492,0.13241506040916104,0.1348071618130612,0.11385161938674845,0.000809184645628268,0.11219665096355087,0.11550658780994603,0.8866195969057244,0.0008516530577700386,0.8848777708271602,0.8883614229842887,0.11338040309427558,0.0008516530577700386,0.11163857701571134,0.11512222917283982,0.09627500000000001,0.0004551421472482949,0.09534412978906387,0.09720587021093616,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.09798306930467217,0.00023101446838068087,0.09751059166617847,0.09845554694316587
1.0,oracle_decision_value,30,1.0,0.0,1.0,1.0,0.11361111111111111,0.0005848001991125495,0.11241506040916101,0.1148071618130612,0.8863888888888888,0.0005848001991125486,0.8851928381869387,0.8875849395908388,0.13361111111111112,0.0005848001991125492,0.13241506040916104,0.1348071618130612,0.11385161938674845,0.000809184645628268,0.11219665096355087,0.11550658780994603,0.8866195969057244,0.0008516530577700386,0.8848777708271602,0.8883614229842887,0.11338040309427558,0.0008516530577700386,0.11163857701571134,0.11512222917283982,0.09627500000000001,0.0004551421472482949,0.09534412978906387,0.09720587021093616,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.09798306930467217,0.00023101446838068087,0.09751059166617847,0.09845554694316587
1.0,random,30,1.0,0.0,1.0,1.0,0.11361111111111111,0.0005848001991125495,0.11241506040916101,0.1148071618130612,0.8863888888888888,0.0005848001991125486,0.8851928381869387,0.8875849395908388,0.13361111111111112,0.0005848001991125492,0.13241506040916104,0.1348071618130612,0.11385161938674845,0.000809184645628268,0.11219665096355087,0.11550658780994603,0.8866195969057244,0.0008516530577700386,0.8848777708271602,0.8883614229842887,0.11338040309427558,0.0008516530577700386,0.11163857701571134,0.11512222917283982,0.09627500000000001,0.0004551421472482949,0.09534412978906387,0.09720587021093616,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.09798306930467217,0.00023101446838068087,0.09751059166617847,0.09845554694316587
1.0,uncertainty,30,1.0,0.0,1.0,1.0,0.11361111111111111,0.0005848001991125495,0.11241506040916101,0.1148071618130612,0.8863888888888888,0.0005848001991125486,0.8851928381869387,0.8875849395908388,0.13361111111111112,0.0005848001991125492,0.13241506040916104,0.1348071618130612,0.11385161938674845,0.000809184645628268,0.11219665096355087,0.11550658780994603,0.8866195969057244,0.0008516530577700386,0.8848777708271602,0.8883614229842887,0.11338040309427558,0.0008516530577700386,0.11163857701571134,0.11512222917283982,0.09627500000000001,0.0004551421472482949,0.09534412978906387,0.09720587021093616,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.09798306930467217,0.00023101446838068087,0.09751059166617847,0.09845554694316587
