policy,requested_budget,acquired_n,acquisition_rate,decision_loss,accuracy,total_risk_with_cost,fpr,recall,fnr,decision_loss_reduction_vs_never,context_a_acquisition_rate,context_b_acquisition_rate,oracle_value_captured_per_example,seed
learned_value,0.5,6000,0.5,0.11225,0.88775,0.12225,0.10831528078653557,0.8838139689948324,0.11618603100516756,0.09774999999999999,0.9739301524840138,0.010167768174885612,0.09918718182450899,5
random,0.6,7200,0.6,0.14983333333333335,0.8501666666666666,0.16183333333333336,0.14864189301783037,0.8489748291381897,0.15102517086181033,0.060166666666666646,0.6004262993933431,0.5995593967124216,0.06044988850833603,5
uncertainty,0.6,7200,0.6,0.12358333333333334,0.8764166666666666,0.13558333333333333,0.12014664222629562,0.8729788298049675,0.12702117019503245,0.08641666666666666,0.5933759632726676,0.6068462972377563,0.0871586348775281,5
oracle_decision_value,0.6,7200,0.6,0.11225,0.88775,0.12425,0.10814864189301783,0.8836472745457576,0.11635272545424236,0.09774999999999999,1.0,0.186578546009151,0.0993277436534764,5
learned_value,0.6,7200,0.6,0.11225,0.88775,0.12425,0.10831528078653557,0.8838139689948324,0.11618603100516756,0.09774999999999999,0.9795048368585014,0.20776139637349603,0.0992320306084935,5
random,0.75,9000,0.75,0.13541666666666666,0.8645833333333334,0.15041666666666664,0.13331111481419763,0.8624770795132523,0.13752292048674775,0.07458333333333333,0.750122970978849,0.7498729028978139,0.07477707765565299,5
uncertainty,0.75,9000,0.75,0.11666666666666667,0.8833333333333333,0.13166666666666665,0.11214797533744376,0.8788131355225871,0.12118686447741289,0.09333333333333332,0.7445482866043613,0.7556346381969158,0.09479095348529838,5
oracle_decision_value,0.75,9000,0.75,0.11225,0.88775,0.12725,0.10814864189301783,0.8836472745457576,0.11635272545424236,0.09774999999999999,1.0,0.49161159125571935,0.0993277436534764,5
learned_value,0.75,9000,0.75,0.11225,0.88775,0.12725,0.10831528078653557,0.8838139689948324,0.11618603100516756,0.09774999999999999,0.9795048368585014,0.5127944416200644,0.0992320306084935,5
random,1.0,12000,1.0,0.11225,0.88775,0.13225,0.10814864189301783,0.8836472745457576,0.11635272545424236,0.09774999999999999,1.0,1.0,0.0993277436534764,5
uncertainty,1.0,12000,1.0,0.11225,0.88775,0.13225,0.10814864189301783,0.8836472745457576,0.11635272545424236,0.09774999999999999,1.0,1.0,0.0993277436534764,5
oracle_decision_value,1.0,12000,1.0,0.11225,0.88775,0.13225,0.10814864189301783,0.8836472745457576,0.11635272545424236,0.09774999999999999,1.0,1.0,0.0993277436534764,5
learned_value,1.0,12000,1.0,0.11225,0.88775,0.13225,0.10814864189301783,0.8836472745457576,0.11635272545424236,0.09774999999999999,1.0,1.0,0.0993277436534764,5
random,0.0,0,0.0,0.21416666666666667,0.7858333333333334,0.21416666666666667,0.21182920750955309,0.7834810232402608,0.2165189767597392,0.0,0.0,0.0,0.0,6
uncertainty,0.0,0,0.0,0.21416666666666667,0.7858333333333334,0.21416666666666667,0.21182920750955309,0.7834810232402608,0.2165189767597392,0.0,0.0,0.0,0.0,6
oracle_decision_value,0.0,0,0.0,0.21416666666666667,0.7858333333333334,0.21416666666666667,0.21182920750955309,0.7834810232402608,0.2165189767597392,0.0,0.0,0.0,0.0,6
learned_value,0.0,0,0.0,0.21416666666666667,0.7858333333333334,0.21416666666666667,0.21182920750955309,0.7834810232402608,0.2165189767597392,0.0,0.0,0.0,0.0,6
random,0.05,600,0.05,0.20841666666666667,0.7915833333333333,0.20941666666666667,0.20618042864263167,0.7893328874770106,0.21066711252298942,0.005750000000000005,0.047862683611156955,0.05217976771587275,0.005215532406547662,6
uncertainty,0.05,600,0.05,0.20325,0.7967500000000001,0.20425,0.20136235255025753,0.7948503594716603,0.20514964052833973,0.010916666666666686,0.05017329592341971,0.049823262077091396,0.011642720045622848,6
oracle_decision_value,0.05,600,0.05,0.19258333333333333,0.8074166666666667,0.19358333333333333,0.19056321648114305,0.8053837150978097,0.1946162849021903,0.021583333333333343,0.09902624195411784,0.0,0.022118873583304045,6
learned_value,0.05,600,0.05,0.19525,0.80475,0.19625,0.1857451403887689,0.7951847517137602,0.20481524828623976,0.018916666666666665,0.09902624195411784,0.0,0.020936133861134684,6
random,0.1,1200,0.1,0.20458333333333334,0.7954166666666667,0.20658333333333334,0.20219305532480478,0.7930112021401103,0.20698879785988966,0.009583333333333333,0.09737580458821588,0.10267631711833025,0.009847434409430901,6
uncertainty,0.1,1200,0.1,0.19258333333333333,0.8074166666666667,0.19458333333333333,0.19056321648114305,0.8053837150978097,0.1946162849021903,0.021583333333333343,0.09902624195411784,0.100993098804915,0.022118873583304045,6
oracle_decision_value,0.1,1200,0.1,0.17466666666666666,0.8253333333333334,0.17666666666666667,0.1707924904469181,0.8214345427186089,0.17856545728139106,0.03950000000000001,0.19805248390823568,0.0,0.04086779004410851,6
learned_value,0.1,1200,0.1,0.17466666666666666,0.8253333333333334,0.17666666666666667,0.16879880378800466,0.819428189266009,0.18057181073399098,0.03950000000000001,0.19805248390823568,0.0,0.04033633343372222,6
random,0.2,2400,0.2,0.19533333333333333,0.8046666666666666,0.19933333333333333,0.19205848147532814,0.80137100819261,0.19862899180739002,0.01883333333333334,0.1965670902789239,0.20350109409190373,0.01981191107318706,6
uncertainty,0.2,2400,0.2,0.17433333333333334,0.8256666666666667,0.17833333333333334,0.17046020933709918,0.8217689349607089,0.1782310650392911,0.03983333333333333,0.19920779006436706,0.2008079447904393,0.041067451685832576,6
oracle_decision_value,0.2,2400,0.2,0.14475,0.8552500000000001,0.14875,0.1393919255690314,0.8498578832971075,0.15014211670289246,0.06941666666666668,0.39610496781647136,0.0,0.06897704481916896,6
learned_value,0.2,2400,0.2,0.1465,0.8535,0.1505,0.13706595780029907,0.8440060190603578,0.15599398093964223,0.06766666666666668,0.39610496781647136,0.0,0.06687483849420568,6
random,0.25,3000,0.25,0.19066666666666668,0.8093333333333333,0.19566666666666668,0.18740654593786343,0.8060524995820098,0.19394750041799025,0.023499999999999993,0.24806073609506518,0.25197778151826294,0.024946596497071934,6
uncertainty,0.25,3000,0.25,0.16575,0.8342499999999999,0.17075,0.16198704103671707,0.8304631332553085,0.16953686674469148,0.04841666666666666,0.24905099851460638,0.25096785053021375,0.04926870183343076,6
oracle_decision_value,0.25,3000,0.25,0.13358333333333333,0.8664166666666666,0.13858333333333334,0.13008805449410202,0.8628991807390068,0.13710081926099316,0.08058333333333334,0.4951312097705892,0.0,0.07890694825769767,6
learned_value,0.25,3000,0.25,0.13733333333333334,0.8626666666666667,0.14233333333333334,0.13008805449410202,0.8553753552917572,0.14462464470824277,0.07683333333333334,0.4951312097705892,0.0,0.07651313983856155,6
random,0.3,3600,0.3,0.18575,0.81425,0.19175,0.18142548596112312,0.8098980103661595,0.1901019896338405,0.028416666666666673,0.29839907575507507,0.3016327217640128,0.029612072166633488,6
uncertainty,0.3,3600,0.3,0.15741666666666668,0.8425833333333334,0.16341666666666668,0.15284931051669712,0.8379869587025581,0.16201304129744187,0.056749999999999995,0.2990592507014359,0.3009594344386467,0.05669430829847812,6
oracle_decision_value,0.3,3600,0.3,0.12641666666666668,0.8735833333333334,0.13241666666666668,0.12344243229772388,0.8705902023073064,0.12940979769269356,0.08775,0.594157451724707,0.0,0.0864813248317654,6
learned_value,0.3,3600,0.3,0.1275,0.8725,0.1335,0.12311015118790497,0.8680822604915566,0.13191773950844343,0.08666666666666667,0.594157451724707,0.0,0.08563130651032645,6
random,0.4,4800,0.4,0.17508333333333334,0.8249166666666666,0.18308333333333335,0.1721216148861937,0.8219361310817589,0.1780638689182411,0.03908333333333333,0.39858062386532433,0.4014475677495371,0.03932681688075492,6
uncertainty,0.4,4800,0.4,0.14425,0.85575,0.15225,0.13905964445921248,0.8505266677813075,0.14947333221869252,0.06991666666666668,0.40039610496781647,0.39959602760478036,0.06946179642358746,6
oracle_decision_value,0.4,4800,0.4,0.118,0.882,0.126,0.11663066954643629,0.8806219695703059,0.11937803042969408,0.09616666666666668,0.7922099356329427,0.0,0.0955392202475535,6
learned_value,0.4,4800,0.4,0.118,0.882,0.126,0.11579996677188902,0.879785988965056,0.120214011034944,0.09616666666666668,0.7865984485888761,0.00572294226561185,0.09531590327821797,6
random,0.5,6000,0.5,0.16483333333333333,0.8351666666666666,0.17483333333333334,0.1636484465858116,0.8339742517973583,0.1660257482026417,0.04933333333333334,0.4982670407658029,0.501767379229086,0.04952086683399292,6
uncertainty,0.5,6000,0.5,0.13316666666666666,0.8668333333333333,0.14316666666666666,0.13008805449410202,0.8637351613442568,0.13626483865574324,0.08100000000000002,0.4999174781317049,0.5000841609156708,0.07932527150918421,6
oracle_decision_value,0.5,6000,0.5,0.11583333333333333,0.8841666666666667,0.12583333333333332,0.11413856122279449,0.8824611269018559,0.11753887309814415,0.09833333333333334,0.9902624195411784,0.0,0.09850475021733356,6
learned_value,0.5,6000,0.5,0.11608333333333333,0.8839166666666667,0.12608333333333333,0.11463698288752285,0.8824611269018559,0.11753887309814415,0.09808333333333334,0.9527974913352039,0.03820905571452617,0.09814916730394599,6
random,0.6,7200,0.6,0.15441666666666667,0.8455833333333334,0.16641666666666668,0.1536800132912444,0.8448419996656078,0.1551580003343922,0.05975,0.6014193761346757,0.5985524322504628,0.05945348701298578,6
uncertainty,0.6,7200,0.6,0.12641666666666668,0.8735833333333334,0.1384166666666667,0.12344243229772388,0.8705902023073064,0.12940979769269356,0.08775,0.5997689387687737,0.6002356505638782,0.08684278974111304,6
oracle_decision_value,0.6,7200,0.6,0.11575,0.88425,0.12775,0.11397242066788503,0.8824611269018559,0.11753887309814415,0.09841666666666667,1.0,0.19205520956068,0.09851691520374296,6
learned_value,0.6,7200,0.6,0.11583333333333333,0.8841666666666667,0.12783333333333333,0.11413856122279449,0.8824611269018559,0.11753887309814415,0.09833333333333334,0.9904274632777686,0.20181787577848848,0.09837597545246332,6
random,0.75,9000,0.75,0.13925,0.86075,0.15425,0.13839508223957467,0.859889650560107,0.14011034943989298,0.07491666666666666,0.7570556197392309,0.7428042417101498,0.0749381976125006,6
uncertainty,0.75,9000,0.75,0.1195,0.8805000000000001,0.1345,0.11895663731516863,0.879953185086106,0.12004681491389402,0.09466666666666668,0.7473180392804093,0.7527352297592997,0.09409889847945438,6
oracle_decision_value,0.75,9000,0.75,0.11575,0.88425,0.13075,0.11397242066788503,0.8824611269018559,0.11753887309814415,0.09841666666666667,1.0,0.49503450597542503,0.09851691520374296,6
learned_value,0.75,9000,0.75,0.11583333333333333,0.8841666666666667,0.13083333333333333,0.11413856122279449,0.8824611269018559,0.11753887309814415,0.09833333333333334,0.9904274632777686,0.5047971721932335,0.09837597545246332,6
random,1.0,12000,1.0,0.11575,0.88425,0.13575,0.11397242066788503,0.8824611269018559,0.11753887309814415,0.09841666666666667,1.0,1.0,0.09851691520374296,6
uncertainty,1.0,12000,1.0,0.11575,0.88425,0.13575,0.11397242066788503,0.8824611269018559,0.11753887309814415,0.09841666666666667,1.0,1.0,0.09851691520374296,6
oracle_decision_value,1.0,12000,1.0,0.11575,0.88425,0.13575,0.11397242066788503,0.8824611269018559,0.11753887309814415,0.09841666666666667,1.0,1.0,0.09851691520374296,6
learned_value,1.0,12000,1.0,0.11575,0.88425,0.13575,0.11397242066788503,0.8824611269018559,0.11753887309814415,0.09841666666666667,1.0,1.0,0.09851691520374296,6
random,0.0,0,0.0,0.21425,0.78575,0.21425,0.21543136923856154,0.7869014316274477,0.21309856837255226,0.0,0.0,0.0,0.0,7
uncertainty,0.0,0,0.0,0.21425,0.78575,0.21425,0.21543136923856154,0.7869014316274477,0.21309856837255226,0.0,0.0,0.0,0.0,7
oracle_decision_value,0.0,0,0.0,0.21425,0.78575,0.21425,0.21543136923856154,0.7869014316274477,0.21309856837255226,0.0,0.0,0.0,0.0,7
learned_value,0.0,0,0.0,0.21425,0.78575,0.21425,0.21543136923856154,0.7869014316274477,0.21309856837255226,0.0,0.0,0.0,0.0,7
random,0.05,600,0.05,0.20975,0.79025,0.21075,0.21053520175586696,0.7910153036037518,0.20898469639624817,0.004500000000000004,0.051451859398879266,0.048600883652430045,0.005053702597477623,7
uncertainty,0.05,600,0.05,0.2025,0.7975,0.20350000000000001,0.20530136755022793,0.800230376830673,0.199769623169327,0.011749999999999983,0.05094243504839532,0.049091801669121256,0.01150922611016054,7
oracle_decision_value,0.05,600,0.05,0.19216666666666668,0.8078333333333333,0.19316666666666668,0.1938206989701165,0.8094454500575942,0.19055454994240584,0.022083333333333316,0.10188487009679063,0.0,0.02215832934204061,7
learned_value,0.05,600,0.05,0.1935,0.8065,0.1945,0.19179469863244977,0.8048379134441336,0.19516208655586642,0.02074999999999999,0.10188487009679063,0.0,0.020546170425210102,7
random,0.1,1200,0.1,0.20483333333333334,0.7951666666666667,0.20683333333333334,0.20547020091170015,0.7957873950962646,0.20421260490373538,0.009416666666666657,0.10069621327899474,0.099329078710522,0.009536377645541123,7
uncertainty,0.1,1200,0.1,0.19158333333333333,0.8084166666666667,0.19358333333333333,0.19348303224717203,0.8102682244528551,0.18973177554714493,0.02266666666666667,0.10477160808286635,0.0954017345769923,0.02273752370142622,7
oracle_decision_value,0.1,1200,0.1,0.17575,0.82425,0.17775,0.17744386290731048,0.8259009379628106,0.1740990620371894,0.038500000000000006,0.20376974019358127,0.0,0.040976323868983124,7
learned_value,0.1,1200,0.1,0.176,0.8240000000000001,0.178,0.1676515279419213,0.8158630903406286,0.18413690965937135,0.038250000000000006,0.20376974019358127,0.0,0.038766758019031046,7
random,0.2,2400,0.2,0.1955,0.8045,0.1995,0.1963531993921999,0.8053315780812901,0.19466842191870992,0.01874999999999999,0.20393954831040922,0.19620356733758795,0.01920327295306254,7
uncertainty,0.2,2400,0.2,0.17508333333333334,0.8249166666666666,0.17908333333333334,0.1769373628228938,0.8267237123580714,0.1732762876419286,0.039166666666666655,0.20614705382917303,0.19407625593192604,0.041374801476537194,7
oracle_decision_value,0.2,2400,0.2,0.14725,0.85275,0.15125,0.14891102481850413,0.8543689320388349,0.1456310679611651,0.067,0.40753948038716253,0.0,0.06893941388773137,7
learned_value,0.2,2400,0.2,0.14816666666666667,0.8518333333333333,0.15216666666666667,0.1468850244808374,0.8505841698206352,0.14941583017936477,0.06608333333333333,0.40753948038716253,0.0,0.06786702245933672,7
random,0.25,3000,0.25,0.1905,0.8095,0.1955,0.19128819854803308,0.8102682244528551,0.18973177554714493,0.023749999999999993,0.25505179147563256,0.24513172966781213,0.02448045318105651,7
uncertainty,0.25,3000,0.25,0.16741666666666666,0.8325833333333333,0.17241666666666666,0.16984636164106026,0.8349514563106796,0.16504854368932043,0.04683333333333334,0.2575989132280523,0.24267713958435608,0.04955754974671627,7
oracle_decision_value,0.25,3000,0.25,0.137,0.863,0.14200000000000002,0.1374303562383927,0.863419450386704,0.13658054961329602,0.07724999999999999,0.5094243504839532,0.0,0.07863476830655118,7
learned_value,0.25,3000,0.25,0.1395,0.8605,0.14450000000000002,0.14266419044403175,0.8635840052657562,0.13641599473424382,0.07474999999999998,0.5094243504839532,0.0,0.07777544241172861,7
random,0.3,3600,0.3,0.18591666666666667,0.8140833333333333,0.19191666666666668,0.18622319770386628,0.8143820964291592,0.18561790357084085,0.02833333333333332,0.3007301749023603,0.2992963508427426,0.02873266585097367,7
uncertainty,0.3,3600,0.3,0.16075,0.83925,0.16675,0.1625865270977545,0.8410399868356097,0.15896001316439035,0.05349999999999999,0.3031074885379521,0.2970054000981836,0.05611387925635943,7
oracle_decision_value,0.3,3600,0.3,0.1295,0.8705,0.1355,0.13017052169508694,0.8711535297021556,0.12884647029784435,0.08474999999999999,0.6113092205807438,0.0,0.08590525500934977,7
learned_value,0.3,3600,0.3,0.13108333333333333,0.8689166666666667,0.13708333333333333,0.13456018909336484,0.8723054138555209,0.12769458614447915,0.08316666666666667,0.6113092205807438,0.0,0.08490803058888297,7
random,0.4,4800,0.4,0.17691666666666667,0.8230833333333334,0.18491666666666667,0.17727502954583826,0.8234326147770281,0.17656738522297188,0.03733333333333333,0.4032942774664629,0.3968253968253968,0.03874893284142288,7
uncertainty,0.4,4800,0.4,0.14733333333333334,0.8526666666666667,0.15533333333333335,0.14907985817997638,0.8543689320388349,0.1456310679611651,0.06691666666666665,0.4065206316861946,0.39371624938635247,0.06882840253570023,7
oracle_decision_value,0.4,4800,0.4,0.12141666666666667,0.8785833333333333,0.12941666666666668,0.12257302042883673,0.8797103834128682,0.12028961658713178,0.09283333333333332,0.8150789607743251,0.0,0.09451077504749503,7
learned_value,0.4,4800,0.4,0.1225,0.8775,0.1305,0.12476785412797568,0.8797103834128682,0.12028961658713178,0.09175,0.8064187468160978,0.008345606283750613,0.09370917403778327,7
random,0.5,6000,0.5,0.167,0.833,0.17700000000000002,0.16731386121897687,0.833305907520158,0.16669409247984202,0.047249999999999986,0.5031414501613177,0.4969726722304042,0.048384280181376596,7
uncertainty,0.5,6000,0.5,0.138,0.862,0.14800000000000002,0.13827452304575383,0.8622675662333388,0.13773243376666122,0.07624999999999998,0.5021226014603498,0.4979545082637866,0.07802926149640418,7
oracle_decision_value,0.5,6000,0.5,0.11933333333333333,0.8806666666666667,0.12933333333333333,0.12037818672969779,0.8816850419614941,0.11831495803850589,0.09491666666666666,1.0,0.018163966617574866,0.09688882516738889,7
learned_value,0.5,6000,0.5,0.11933333333333333,0.8806666666666667,0.12933333333333333,0.12037818672969779,0.8816850419614941,0.11831495803850589,0.09491666666666666,1.0,0.018163966617574866,0.09688882516738889,7
random,0.6,7200,0.6,0.1575,0.8425,0.1695,0.15853452642242108,0.8435083100213921,0.15649168997860785,0.056749999999999995,0.6031584309730005,0.5969563082965145,0.05801998095612581,7
uncertainty,0.6,7200,0.6,0.12966666666666668,0.8703333333333333,0.1416666666666667,0.13033935505655916,0.8709889748231036,0.12901102517689644,0.08458333333333332,0.6043470877907964,0.595810832924235,0.08547921360605167,7
oracle_decision_value,0.6,7200,0.6,0.11933333333333333,0.8806666666666667,0.13133333333333333,0.12037818672969779,0.8816850419614941,0.11831495803850589,0.09491666666666666,1.0,0.21453117329405988,0.09688882516738889,7
learned_value,0.6,7200,0.6,0.11933333333333333,0.8806666666666667,0.13133333333333333,0.12037818672969779,0.8816850419614941,0.11831495803850589,0.09491666666666666,1.0,0.21453117329405988,0.09688882516738889,7
random,0.75,9000,0.75,0.14308333333333334,0.8569166666666667,0.15808333333333335,0.14502785750464292,0.8588119137732434,0.1411880862267566,0.07116666666666666,0.7497028357955511,0.7502863688430699,0.07193339695400759,7
uncertainty,0.75,9000,0.75,0.12333333333333334,0.8766666666666667,0.13833333333333334,0.12426135404355901,0.87757116998519,0.12242883001480998,0.09091666666666666,0.7522499575479707,0.7478317787596138,0.09258747056615298,7
oracle_decision_value,0.75,9000,0.75,0.11933333333333333,0.8806666666666667,0.13433333333333333,0.12037818672969779,0.8816850419614941,0.11831495803850589,0.09491666666666666,1.0,0.5090819833087874,0.09688882516738889,7
learned_value,0.75,9000,0.75,0.11933333333333333,0.8806666666666667,0.13433333333333333,0.12037818672969779,0.8816850419614941,0.11831495803850589,0.09491666666666666,1.0,0.5090819833087874,0.09688882516738889,7
random,1.0,12000,1.0,0.11933333333333333,0.8806666666666667,0.13933333333333334,0.12037818672969779,0.8816850419614941,0.11831495803850589,0.09491666666666666,1.0,1.0,0.09688882516738889,7
uncertainty,1.0,12000,1.0,0.11933333333333333,0.8806666666666667,0.13933333333333334,0.12037818672969779,0.8816850419614941,0.11831495803850589,0.09491666666666666,1.0,1.0,0.09688882516738889,7
oracle_decision_value,1.0,12000,1.0,0.11933333333333333,0.8806666666666667,0.13933333333333334,0.12037818672969779,0.8816850419614941,0.11831495803850589,0.09491666666666666,1.0,1.0,0.09688882516738889,7
learned_value,1.0,12000,1.0,0.11933333333333333,0.8806666666666667,0.13933333333333334,0.12037818672969779,0.8816850419614941,0.11831495803850589,0.09491666666666666,1.0,1.0,0.09688882516738889,7
random,0.0,0,0.0,0.20941666666666667,0.7905833333333333,0.20941666666666667,0.2087451834478137,0.7899187531089371,0.2100812468910629,0.0,0.0,0.0,0.0,8
uncertainty,0.0,0,0.0,0.20941666666666667,0.7905833333333333,0.20941666666666667,0.2087451834478137,0.7899187531089371,0.2100812468910629,0.0,0.0,0.0,0.0,8
oracle_decision_value,0.0,0,0.0,0.20941666666666667,0.7905833333333333,0.20941666666666667,0.2087451834478137,0.7899187531089371,0.2100812468910629,0.0,0.0,0.0,0.0,8
learned_value,0.0,0,0.0,0.20941666666666667,0.7905833333333333,0.20941666666666667,0.2087451834478137,0.7899187531089371,0.2100812468910629,0.0,0.0,0.0,0.0,8
random,0.05,600,0.05,0.20566666666666666,0.7943333333333333,0.20666666666666667,0.2038867481990283,0.7925717128171116,0.20742828718288842,0.0037500000000000033,0.051164316169235814,0.04879701796001355,0.005010735626967362,8
uncertainty,0.05,600,0.05,0.19825,0.80175,0.19925,0.19869324845032668,0.8021886917592439,0.1978113082407561,0.011166666666666658,0.048704493276484094,0.05133852931209759,0.01138189306954773,8
oracle_decision_value,0.05,600,0.05,0.18833333333333332,0.8116666666666666,0.18933333333333333,0.1881387167029653,0.8114740507378544,0.1885259492621456,0.021083333333333343,0.09839291571006888,0.0,0.022129387457183677,8
learned_value,0.05,600,0.05,0.19108333333333333,0.8089166666666667,0.19208333333333333,0.18277768470430558,0.8006964019233958,0.19930359807660425,0.01833333333333334,0.09839291571006888,0.0,0.02054686030300964,8
random,0.1,1200,0.1,0.19975,0.80025,0.20175,0.19785558720053611,0.7983750621787432,0.2016249378212568,0.009666666666666657,0.10249262053132174,0.09742460182988817,0.010210312488915147,8
uncertainty,0.1,1200,0.1,0.18875,0.81125,0.19075,0.1888088457027978,0.8113082407560935,0.18869175924390647,0.020666666666666667,0.09576910462446704,0.10437139952558455,0.021583091494702916,8
oracle_decision_value,0.1,1200,0.1,0.17191666666666666,0.8280833333333333,0.17391666666666666,0.17188808845702797,0.8280550489139447,0.17194495108605534,0.037500000000000006,0.19678583142013775,0.0,0.040946681423570205,8
learned_value,0.1,1200,0.1,0.174,0.8260000000000001,0.176,0.1732283464566929,0.8252362792240093,0.17476372077599067,0.03541666666666668,0.19678583142013775,0.0,0.03870989799335227,8
random,0.2,2400,0.2,0.19116666666666668,0.8088333333333333,0.19516666666666668,0.18847378120288155,0.8061681313215056,0.19383186867849445,0.01824999999999999,0.20350934732699247,0.19637411047102676,0.01955901361576702,8
uncertainty,0.2,2400,0.2,0.17225,0.82775,0.17625,0.1720556207069861,0.8275576189686619,0.17244238103133813,0.03716666666666668,0.19416202033453592,0.20603185360894613,0.04048498582116702,8
oracle_decision_value,0.2,2400,0.2,0.14408333333333334,0.8559166666666667,0.14808333333333334,0.14122968671469258,0.8530923561598408,0.1469076438401592,0.06533333333333333,0.3935716628402755,0.0,0.06923267661305411,8
learned_value,0.2,2400,0.2,0.146,0.854,0.15,0.14039202546490198,0.8484496766705356,0.1515503233294644,0.06341666666666668,0.3935716628402755,0.0,0.0668839243601025,8
random,0.25,3000,0.25,0.18583333333333332,0.8141666666666667,0.19083333333333333,0.18244262020438934,0.8108108108108109,0.18918918918918914,0.023583333333333345,0.2563135454247294,0.24347678752965096,0.025392068122618582,8
uncertainty,0.25,3000,0.25,0.16333333333333333,0.8366666666666667,0.16833333333333333,0.16384654045903838,0.8371745979107942,0.16282540208920582,0.04608333333333334,0.2417185962610692,0.25855642155201625,0.048481167619912315,8
oracle_decision_value,0.25,3000,0.25,0.13425,0.86575,0.13925,0.13084268721728934,0.8623777151384513,0.1376222848615487,0.07516666666666666,0.49196457855034437,0.0,0.07937931222658903,8
learned_value,0.25,3000,0.25,0.13691666666666666,0.8630833333333333,0.14191666666666666,0.12983749371754064,0.8560769358315371,0.1439230641684629,0.07250000000000001,0.49196457855034437,0.0,0.07706655957835742,8
random,0.3,3600,0.3,0.18133333333333335,0.8186666666666667,0.18733333333333335,0.17842184620539453,0.8157851102636379,0.18421488973636213,0.02808333333333332,0.3027222040013119,0.29718739410369366,0.029977285117791047,8
uncertainty,0.3,3600,0.3,0.156,0.844,0.162,0.15546992796113251,0.8434753772177085,0.1565246227822915,0.05341666666666667,0.292882912430305,0.3073534395120298,0.05620929849671763,8
oracle_decision_value,0.3,3600,0.3,0.12716666666666668,0.8728333333333333,0.13316666666666668,0.12514659071871334,0.8708340242082573,0.12916597579174272,0.08224999999999999,0.5903574942604133,0.0,0.08714320596594004,8
learned_value,0.3,3600,0.3,0.12666666666666668,0.8733333333333333,0.13266666666666668,0.12397386496900653,0.8706682142264964,0.12933178577350357,0.08274999999999999,0.5903574942604133,0.0,0.0867289714360154,8
random,0.4,4800,0.4,0.17158333333333334,0.8284166666666667,0.17958333333333334,0.16870497570782375,0.825567899187531,0.17443210081246896,0.03783333333333333,0.40160708428993114,0.39833954591663845,0.04035411108768449,8
uncertainty,0.4,4800,0.4,0.14391666666666666,0.8560833333333333,0.15191666666666667,0.14089462221477633,0.8530923561598408,0.1469076438401592,0.0655,0.3955395211544769,0.40460860725177905,0.06945954083271044,8
oracle_decision_value,0.4,4800,0.4,0.11866666666666667,0.8813333333333333,0.12666666666666668,0.11643491372089128,0.8791245232963024,0.12087547670369758,0.09075,0.787143325680551,0.0,0.09662695092249475,8
learned_value,0.4,4800,0.4,0.1185,0.8815,0.1265,0.11542972022114258,0.8784612833692589,0.12153871663074112,0.09091666666666667,0.787143325680551,0.0,0.09625223255891316,8
random,0.5,6000,0.5,0.16208333333333333,0.8379166666666666,0.17208333333333334,0.15865304071033673,0.8345216382026198,0.16547836179738018,0.04733333333333334,0.5009839291571007,0.49898339545916637,0.05013166254039735,8
uncertainty,0.5,6000,0.5,0.13383333333333333,0.8661666666666666,0.14383333333333334,0.1306751549673312,0.8630409550654949,0.13695904493450506,0.07558333333333334,0.4978681534929485,0.5022026431718062,0.07990747505843641,8
oracle_decision_value,0.5,6000,0.5,0.11525,0.88475,0.12525,0.11258167197185458,0.8821091029679987,0.11789089703200129,0.09416666666666666,0.9839291571006887,0.0,0.09983333949973343,8
learned_value,0.5,6000,0.5,0.11525,0.88475,0.12525,0.11258167197185458,0.8821091029679987,0.11789089703200129,0.09416666666666666,0.9612987864873729,0.02338190443917316,0.0995809210708805,8
random,0.6,7200,0.6,0.15283333333333332,0.8471666666666666,0.16483333333333333,0.14860110571284973,0.8429779472724258,0.1570220527275742,0.05658333333333335,0.5982289275172188,0.6018298881735005,0.05944482273815035,8
uncertainty,0.6,7200,0.6,0.12616666666666668,0.8738333333333334,0.1381666666666667,0.12347126821913218,0.8711656441717791,0.1288343558282209,0.08324999999999999,0.6001967858314201,0.5997966790918333,0.08780099575208804,8
oracle_decision_value,0.6,7200,0.6,0.11516666666666667,0.8848333333333334,0.12716666666666668,0.11241413972189647,0.8821091029679987,0.11789089703200129,0.09425,1.0,0.18671636733310742,0.09986505515437016,8
learned_value,0.6,7200,0.6,0.11516666666666667,0.8848333333333334,0.12716666666666668,0.11241413972189647,0.8821091029679987,0.11789089703200129,0.09425,1.0,0.18671636733310742,0.09986505515437016,8
random,0.75,9000,0.75,0.13775,0.86225,0.15275,0.134695928966326,0.8592273254849941,0.14077267451500586,0.07166666666666666,0.7482781239750738,0.7517790579464588,0.07416693041967296,8
uncertainty,0.75,9000,0.75,0.11958333333333333,0.8804166666666666,0.13458333333333333,0.11727257497068186,0.8781296634057371,0.12187033659426294,0.08983333333333333,0.7463102656608724,0.7538122670281261,0.09527508643266704,8
oracle_decision_value,0.75,9000,0.75,0.11516666666666667,0.8848333333333334,0.13016666666666665,0.11241413972189647,0.8821091029679987,0.11789089703200129,0.09425,1.0,0.49169772958319213,0.09986505515437016,8
