fpr,tpr_recall,threshold
0.0,0.0,inf
0.0,0.006944444444444444,0.9679283499717712
0.0,0.09027777777777778,0.8868067860603333
0.0014285714285714286,0.09027777777777778,0.8832302093505859
0.0014285714285714286,0.22916666666666666,0.7957996129989624
0.002857142857142857,0.22916666666666666,0.7921677231788635
0.002857142857142857,0.2638888888888889,0.7459819912910461
0.004285714285714286,0.2638888888888889,0.7459497451782227
0.004285714285714286,0.2847222222222222,0.7299429178237915
0.005714285714285714,0.2847222222222222,0.7290455102920532
0.005714285714285714,0.3194444444444444,0.6910833120346069
0.007142857142857143,0.3194444444444444,0.6903868913650513
0.007142857142857143,0.3333333333333333,0.6680734753608704
0.008571428571428572,0.3333333333333333,0.6659292578697205
0.008571428571428572,0.3472222222222222,0.6611062288284302
0.01,0.3472222222222222,0.6414733529090881
0.01,0.3819444444444444,0.6057268977165222
0.011428571428571429,0.3819444444444444,0.5984829664230347
0.011428571428571429,0.4166666666666667,0.5723296999931335
0.012857142857142857,0.4166666666666667,0.569749653339386
0.012857142857142857,0.4236111111111111,0.5678108930587769
0.017142857142857144,0.4236111111111111,0.5620958209037781
0.017142857142857144,0.4375,0.5575215816497803
0.018571428571428572,0.4375,0.557357132434845
0.018571428571428572,0.4513888888888889,0.5376086831092834
0.02,0.4513888888888889,0.5373920202255249
0.02,0.4791666666666667,0.5247676372528076
0.02142857142857143,0.4791666666666667,0.5216767191886902
0.02142857142857143,0.5069444444444444,0.5096654891967773
0.022857142857142857,0.5069444444444444,0.5037139058113098
0.022857142857142857,0.5208333333333334,0.49385300278663635
0.024285714285714285,0.5208333333333334,0.4918898046016693
0.024285714285714285,0.5486111111111112,0.4854915142059326
0.025714285714285714,0.5486111111111112,0.4851636588573456
0.025714285714285714,0.5694444444444444,0.46859899163246155
0.027142857142857142,0.5694444444444444,0.4629896581172943
0.027142857142857142,0.5763888888888888,0.4584099054336548
0.02857142857142857,0.5763888888888888,0.45453622937202454
0.02857142857142857,0.5833333333333334,0.4536118507385254
0.03142857142857143,0.5833333333333334,0.4476931095123291
0.03142857142857143,0.6111111111111112,0.43335333466529846
0.03428571428571429,0.6111111111111112,0.4310941994190216
0.03428571428571429,0.6180555555555556,0.4301556646823883
0.041428571428571426,0.6180555555555556,0.4128498136997223
0.041428571428571426,0.6388888888888888,0.40517985820770264
0.04285714285714286,0.6388888888888888,0.40214115381240845
0.04285714285714286,0.6527777777777778,0.3972868025302887
0.04428571428571428,0.6527777777777778,0.3944165110588074
0.04428571428571428,0.6736111111111112,0.38210529088974
0.047142857142857146,0.6736111111111112,0.3800147771835327
0.047142857142857146,0.6875,0.37479159235954285
0.054285714285714284,0.6875,0.3691127896308899
0.054285714285714284,0.6944444444444444,0.3687197268009186
0.055714285714285716,0.6944444444444444,0.36520692706108093
0.055714285714285716,0.7013888888888888,0.3562470078468323
0.05714285714285714,0.7013888888888888,0.3535674810409546
0.05714285714285714,0.7152777777777778,0.34686172008514404
0.06,0.7152777777777778,0.3394060432910919
0.06,0.7222222222222222,0.3376980721950531
0.07428571428571429,0.7222222222222222,0.3176945745944977
0.07428571428571429,0.7430555555555556,0.314033567905426
0.08142857142857143,0.7430555555555556,0.2957422137260437
0.08142857142857143,0.7569444444444444,0.2918221056461334
0.08428571428571428,0.7569444444444444,0.28930723667144775
0.08428571428571428,0.7638888888888888,0.2870709300041199
0.08857142857142856,0.7638888888888888,0.28063076734542847
0.08857142857142856,0.7708333333333334,0.28021901845932007
0.09142857142857143,0.7708333333333334,0.2732330560684204
0.09142857142857143,0.7847222222222222,0.27160707116127014
0.10142857142857142,0.7847222222222222,0.2601301372051239
0.10142857142857142,0.7916666666666666,0.258819580078125
0.11,0.7916666666666666,0.2477167844772339
0.11,0.7986111111111112,0.24667249619960785
0.13428571428571429,0.7986111111111112,0.23115894198417664
0.13428571428571429,0.8055555555555556,0.23086071014404297
0.1442857142857143,0.8055555555555556,0.21870902180671692
0.1442857142857143,0.8125,0.21827362477779388
0.15285714285714286,0.8125,0.2155476212501526
0.15285714285714286,0.8194444444444444,0.21551473438739777
0.15857142857142856,0.8194444444444444,0.2124311923980713
0.15857142857142856,0.8263888888888888,0.21207578480243683
0.18571428571428572,0.8263888888888888,0.19811713695526123
0.18571428571428572,0.8333333333333334,0.19689583778381348
0.19857142857142857,0.8333333333333334,0.19102656841278076
0.19857142857142857,0.8402777777777778,0.19083136320114136
0.2,0.8402777777777778,0.19050712883472443
0.2,0.8472222222222222,0.19015567004680634
0.2042857142857143,0.8472222222222222,0.18875856697559357
0.2042857142857143,0.8541666666666666,0.18875369429588318
0.20714285714285716,0.8541666666666666,0.18740200996398926
0.20714285714285716,0.8611111111111112,0.18721608817577362
0.23,0.8611111111111112,0.17787596583366394
0.23,0.8680555555555556,0.17783337831497192
0.28285714285714286,0.8680555555555556,0.1626158356666565
0.28285714285714286,0.875,0.16173861920833588
0.2985714285714286,0.875,0.15702535212039948
0.2985714285714286,0.8888888888888888,0.15592677891254425
0.32,0.8888888888888888,0.1518898755311966
0.32,0.8958333333333334,0.15145613253116608
0.3414285714285714,0.8958333333333334,0.14696219563484192
0.3414285714285714,0.9027777777777778,0.14665624499320984
0.37714285714285717,0.9027777777777778,0.1413079798221588
0.37714285714285717,0.9097222222222222,0.1412844955921173
0.3871428571428571,0.9097222222222222,0.13890136778354645
0.3871428571428571,0.9166666666666666,0.13863824307918549
0.4142857142857143,0.9166666666666666,0.1352350115776062
0.4142857142857143,0.9236111111111112,0.1351694017648697
0.4957142857142857,0.9236111111111112,0.12033284455537796
0.4957142857142857,0.9305555555555556,0.120002880692482
0.51,0.9305555555555556,0.11803506314754486
0.51,0.9375,0.11801271885633469
0.5157142857142857,0.9375,0.11663120985031128
0.5157142857142857,0.9444444444444444,0.11632023751735687
0.5585714285714286,0.9444444444444444,0.11112487316131592
0.5585714285714286,0.9513888888888888,0.11086323112249374
0.6542857142857142,0.9513888888888888,0.10005038976669312
0.6542857142857142,0.9583333333333334,0.10002380609512329
0.6942857142857143,0.9583333333333334,0.09511702507734299
0.6942857142857143,0.9652777777777778,0.09484907239675522
0.7942857142857143,0.9652777777777778,0.08399821072816849
0.7942857142857143,0.9722222222222222,0.08391124755144119
0.8328571428571429,0.9722222222222222,0.0801704153418541
0.8328571428571429,0.9791666666666666,0.08011449128389359
0.9614285714285714,0.9791666666666666,0.05780888348817825
0.9614285714285714,0.9861111111111112,0.057158470153808594
